,title,price,link
68,"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam  ","16,990",https://amazon.in//Chuwi-HeroBook-Pro-Celeron-Mini-HDMI/dp/B00OKAFZHO/ref=sr_1_33?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.FA5mBSSBdsV2oFaehzbjxX4urp2BNOBftsnxel2dzSYlnXq2KIdFYRpURx0rhtfoaaUqt6tFhVh3emcOjcC7sGG8jl9ukbXJ-Kgf-7mvf2gZ1DWGZBisQWYrkANf16eSj2s6wBmOCLz1pQV0oa7qJUyPQ0e0IrQM_lzoEDr3q_1ufQNRrPbgP-fhbYYRR8YXI7FbwyqnyW-wiOrSK2PQy8qnfMHrSfDhQ3Die5QGhho.YIjI61rYuUr2KQPmRs2uoCzslDsUYTjM6ZE8edqrzmI&dib_tag=se&keywords=laptop&qid=1721240420&sprefix=lapto%2Caps%2C284&sr=8-33
69,"Lenovo ThinkBook 15 G5 AMD Ryzen 3 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Mineral Grey/1 Year Onsite/1.7 kg), 21JF002JIN  ","30,850",https://amazon.in//Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_137?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.NYbf2ZP3fQAjFnIFEgIuEpuMUs1IjjKT4QiCOWBuPnS12SiAlMcMGte2uJ6o8VHOGXSTrpT0EV4DoakYaOkUVnotzQXLPiYBZGrI1PVHfVoBUKROnAa6Y1WodTLkTlICWQbxK7mbvrriImcj93wKY40TlXLdYixQyvhFjdmHAe9L_s766bnOAV4z_Lio4pUKWRkqW3Fm5JEiTy23J2j3p9S10SePQ66rSfdvC7fGN2U.hKym04SYCqUC2JvVZbvpgNSewAAmpbQoFAyNBQw1c7Q&dib_tag=se&keywords=laptop&qid=1721240465&sprefix=lapto%2Caps%2C284&sr=8-137
70,"Apple 2024 MacBook Air 13â€³ Laptop with M3 chip: 34.46 cm (13.6â€³) Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Midnight  ","1,05,990",https://amazon.in//Apple-2024-MacBook-Laptop-chip/dp/B0CX2532GD/ref=sr_1_138?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.NYbf2ZP3fQAjFnIFEgIuEpuMUs1IjjKT4QiCOWBuPnS12SiAlMcMGte2uJ6o8VHOGXSTrpT0EV4DoakYaOkUVnotzQXLPiYBZGrI1PVHfVoBUKROnAa6Y1WodTLkTlICWQbxK7mbvrriImcj93wKY40TlXLdYixQyvhFjdmHAe9L_s766bnOAV4z_Lio4pUKWRkqW3Fm5JEiTy23J2j3p9S10SePQ66rSfdvC7fGN2U.hKym04SYCqUC2JvVZbvpgNSewAAmpbQoFAyNBQw1c7Q&dib_tag=se&keywords=laptop&qid=1721240465&sprefix=lapto%2Caps%2C284&sr=8-138
71,"(Refurbished) Dell Latitude Laptop 3380 Intel Core i5 Mobile-7th Gen Processor , 64 GB Ram & 256 GB SSD, 13.3 Inches 1.69Kg Notebook Computer  ","33,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NjU2Mzg1MTg2MjI0MTk4OjE3MjEyNDA0NjU6c3BfbXRmOjMwMDE1MzEzOTA2NTQzMjo6MDo6&url=%2FRefurbished-Dell-Latitude-Mobile-7th-Processor%2Fdp%2FB0CXXB81LP%2Fref%3Dsr_1_139_sspa%3Fcrid%3D25E96DT0LIJB0%26dib%3DeyJ2IjoiMSJ9.NYbf2ZP3fQAjFnIFEgIuEpuMUs1IjjKT4QiCOWBuPnS12SiAlMcMGte2uJ6o8VHOGXSTrpT0EV4DoakYaOkUVnotzQXLPiYBZGrI1PVHfVoBUKROnAa6Y1WodTLkTlICWQbxK7mbvrriImcj93wKY40TlXLdYixQyvhFjdmHAe9L_s766bnOAV4z_Lio4pUKWRkqW3Fm5JEiTy23J2j3p9S10SePQ66rSfdvC7fGN2U.hKym04SYCqUC2JvVZbvpgNSewAAmpbQoFAyNBQw1c7Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721240465%26sprefix%3Dlapto%252Caps%252C284%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
72,"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 7735HS 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office 2021/NVIDIA RTX 3050 6GB/Alexa/3 Month Game Pass/Onyx Grey/2.3Kg), 82SB00QSIN  ","72,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NjU2Mzg1MTg2MjI0MTk4OjE3MjEyNDA0NjU6c3BfbXRmOjMwMDI0ODMzNDI3MzczMjo6MDo6&url=%2FLenovo-IdeaPad-Gaming-39-62cm-82SB00QSIN%2Fdp%2FB0D8HXWJFK%2Fref%3Dsr_1_140_sspa%3Fcrid%3D25E96DT0LIJB0%26dib%3DeyJ2IjoiMSJ9.NYbf2ZP3fQAjFnIFEgIuEpuMUs1IjjKT4QiCOWBuPnS12SiAlMcMGte2uJ6o8VHOGXSTrpT0EV4DoakYaOkUVnotzQXLPiYBZGrI1PVHfVoBUKROnAa6Y1WodTLkTlICWQbxK7mbvrriImcj93wKY40TlXLdYixQyvhFjdmHAe9L_s766bnOAV4z_Lio4pUKWRkqW3Fm5JEiTy23J2j3p9S10SePQ66rSfdvC7fGN2U.hKym04SYCqUC2JvVZbvpgNSewAAmpbQoFAyNBQw1c7Q%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721240465%26sprefix%3Dlapto%252Caps%252C284%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
73,"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/512GB SSD/6GB RTX 3050 Graphics/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG  ","61,999",https://amazon.in//Acer-Graphics-Win11Home-AL15G-52-39-62cm/dp/B0D32TY16C/ref=sr_1_141?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.NYbf2ZP3fQAjFnIFEgIuEpuMUs1IjjKT4QiCOWBuPnS12SiAlMcMGte2uJ6o8VHOGXSTrpT0EV4DoakYaOkUVnotzQXLPiYBZGrI1PVHfVoBUKROnAa6Y1WodTLkTlICWQbxK7mbvrriImcj93wKY40TlXLdYixQyvhFjdmHAe9L_s766bnOAV4z_Lio4pUKWRkqW3Fm5JEiTy23J2j3p9S10SePQ66rSfdvC7fGN2U.hKym04SYCqUC2JvVZbvpgNSewAAmpbQoFAyNBQw1c7Q&dib_tag=se&keywords=laptop&qid=1721240465&sprefix=lapto%2Caps%2C284&sr=8-141
74,"ASUS Vivobook 15X (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit KB/Silver/1.6 kg), K3504VAB-NJ322WS  ","38,990",https://amazon.in//ASUS-Vivobook-i3-1315U-Windows-K3504VAB-NJ322WS/dp/B0BRY1GJC2/ref=sr_1_142?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.NYbf2ZP3fQAjFnIFEgIuEpuMUs1IjjKT4QiCOWBuPnS12SiAlMcMGte2uJ6o8VHOGXSTrpT0EV4DoakYaOkUVnotzQXLPiYBZGrI1PVHfVoBUKROnAa6Y1WodTLkTlICWQbxK7mbvrriImcj93wKY40TlXLdYixQyvhFjdmHAe9L_s766bnOAV4z_Lio4pUKWRkqW3Fm5JEiTy23J2j3p9S10SePQ66rSfdvC7fGN2U.hKym04SYCqUC2JvVZbvpgNSewAAmpbQoFAyNBQw1c7Q&dib_tag=se&keywords=laptop&qid=1721240465&sprefix=lapto%2Caps%2C284&sr=8-142
75,"Acer One 14 AMD Ryzen 3 3250U Processor (8GB RAM/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Laptop Z2-493 with 35.56 cm (14.0"") HD Display  ","25,990",https://amazon.in//Acer-Processor-Graphics-Windows-Z2-493/dp/B0C3R5VWP3/ref=sr_1_143?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.NYbf2ZP3fQAjFnIFEgIuEpuMUs1IjjKT4QiCOWBuPnS12SiAlMcMGte2uJ6o8VHOGXSTrpT0EV4DoakYaOkUVnotzQXLPiYBZGrI1PVHfVoBUKROnAa6Y1WodTLkTlICWQbxK7mbvrriImcj93wKY40TlXLdYixQyvhFjdmHAe9L_s766bnOAV4z_Lio4pUKWRkqW3Fm5JEiTy23J2j3p9S10SePQ66rSfdvC7fGN2U.hKym04SYCqUC2JvVZbvpgNSewAAmpbQoFAyNBQw1c7Q&dib_tag=se&keywords=laptop&qid=1721240465&sprefix=lapto%2Caps%2C284&sr=8-143
76,"ASUS Vivobook Go 15 OLED (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cms) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit KB/Black/1.63 kg), E1504FA-LK545WS  ","49,990",https://amazon.in//ASUS-Vivobook-Windows-Backlit-E1504FA-LK545WS/dp/B0C1GJZYG4/ref=sr_1_144?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.NYbf2ZP3fQAjFnIFEgIuEpuMUs1IjjKT4QiCOWBuPnS12SiAlMcMGte2uJ6o8VHOGXSTrpT0EV4DoakYaOkUVnotzQXLPiYBZGrI1PVHfVoBUKROnAa6Y1WodTLkTlICWQbxK7mbvrriImcj93wKY40TlXLdYixQyvhFjdmHAe9L_s766bnOAV4z_Lio4pUKWRkqW3Fm5JEiTy23J2j3p9S10SePQ66rSfdvC7fGN2U.hKym04SYCqUC2JvVZbvpgNSewAAmpbQoFAyNBQw1c7Q&dib_tag=se&keywords=laptop&qid=1721240465&sprefix=lapto%2Caps%2C284&sr=8-144
77,"ASUS TUF Gaming F17 - Gaming Laptop, Intel Core i5-11260H 11th Gen, 17.3-inch (43.94 cm) FHD 144Hz, (8GB/512GB SSD/4GB NVIDIA RTX 2050/Win 11/ RGB Backlit/Black/2.60 kg),FX706HF-HX044WS  ","51,990",https://amazon.in//ASUS-TUF-Gaming-F17-FX706HF-HX044WS/dp/B0CYCGJPZX/ref=sr_1_145?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.NYbf2ZP3fQAjFnIFEgIuEpuMUs1IjjKT4QiCOWBuPnS12SiAlMcMGte2uJ6o8VHOGXSTrpT0EV4DoakYaOkUVnotzQXLPiYBZGrI1PVHfVoBUKROnAa6Y1WodTLkTlICWQbxK7mbvrriImcj93wKY40TlXLdYixQyvhFjdmHAe9L_s766bnOAV4z_Lio4pUKWRkqW3Fm5JEiTy23J2j3p9S10SePQ66rSfdvC7fGN2U.hKym04SYCqUC2JvVZbvpgNSewAAmpbQoFAyNBQw1c7Q&dib_tag=se&keywords=laptop&qid=1721240465&sprefix=lapto%2Caps%2C284&sr=8-145
78,"HP Pavilion x360 2-in-1 Laptop 13th Gen Intel Core i5-1335U, 14-inch (39.6 cm) FHD,Multitouch, 16GB RAM, 512GB SSD, Intel Iris X Graphics, B&O, Pen, FPR (Win 11, MSO, 1.69kg), 14-ek1074TU  ","68,990",https://amazon.in//HP-Pavilion-Laptop-Multitouch-14-ek1074TU/dp/B0CJ2KWNNQ/ref=sr_1_146?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.NYbf2ZP3fQAjFnIFEgIuEpuMUs1IjjKT4QiCOWBuPnS12SiAlMcMGte2uJ6o8VHOGXSTrpT0EV4DoakYaOkUVnotzQXLPiYBZGrI1PVHfVoBUKROnAa6Y1WodTLkTlICWQbxK7mbvrriImcj93wKY40TlXLdYixQyvhFjdmHAe9L_s766bnOAV4z_Lio4pUKWRkqW3Fm5JEiTy23J2j3p9S10SePQ66rSfdvC7fGN2U.hKym04SYCqUC2JvVZbvpgNSewAAmpbQoFAyNBQw1c7Q&dib_tag=se&keywords=laptop&qid=1721240465&sprefix=lapto%2Caps%2C284&sr=8-146
79,"ZEBRONICS PRO Series Z NBC 3S, Intel Core 12th Gen i3 Processor 8GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180Â° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Midnight Blue,1.76 Kg  ","25,990",https://amazon.in//ZEBRONICS-Processor-15-6-Inch-Display-Midnight/dp/B0CJJ7YZMC/ref=sr_1_34?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.FA5mBSSBdsV2oFaehzbjxX4urp2BNOBftsnxel2dzSYlnXq2KIdFYRpURx0rhtfoaaUqt6tFhVh3emcOjcC7sGG8jl9ukbXJ-Kgf-7mvf2gZ1DWGZBisQWYrkANf16eSj2s6wBmOCLz1pQV0oa7qJUyPQ0e0IrQM_lzoEDr3q_1ufQNRrPbgP-fhbYYRR8YXI7FbwyqnyW-wiOrSK2PQy8qnfMHrSfDhQ3Die5QGhho.YIjI61rYuUr2KQPmRs2uoCzslDsUYTjM6ZE8edqrzmI&dib_tag=se&keywords=laptop&qid=1721240420&sprefix=lapto%2Caps%2C284&sr=8-34
80,"HP Pavilion 14 12th Gen Intel Core i7 16GB SDRAM/1TB SSD 14 inch(35.6cm) FHD,IPS,Micro-Edge Display/Intel Iris Xe Graphics/B&O/Win 11/Alexa Built-in/Backlit KB/FPR/MSO 2021/Natural Silver,14-dv2015TU  ","78,990",https://amazon.in//HP-Pavilion-Micro-Edge-Graphics-14-dv2015TU/dp/B0B1MBFJJ2/ref=sr_1_147?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.NYbf2ZP3fQAjFnIFEgIuEpuMUs1IjjKT4QiCOWBuPnS12SiAlMcMGte2uJ6o8VHOGXSTrpT0EV4DoakYaOkUVnotzQXLPiYBZGrI1PVHfVoBUKROnAa6Y1WodTLkTlICWQbxK7mbvrriImcj93wKY40TlXLdYixQyvhFjdmHAe9L_s766bnOAV4z_Lio4pUKWRkqW3Fm5JEiTy23J2j3p9S10SePQ66rSfdvC7fGN2U.hKym04SYCqUC2JvVZbvpgNSewAAmpbQoFAyNBQw1c7Q&dib_tag=se&keywords=laptop&qid=1721240465&sprefix=lapto%2Caps%2C284&sr=8-147
81,"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 7535HS 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office 2021/NVIDIA RTX 3050 6GB/Alexa/3 Month Game Pass/Onyx Grey/2.3Kg), 82SB00QKIN  ","64,990",https://amazon.in//Lenovo-IdeaPad-Gaming-39-62cm-82SB00QKIN/dp/B0D8HW13XP/ref=sr_1_148?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.NYbf2ZP3fQAjFnIFEgIuEpuMUs1IjjKT4QiCOWBuPnS12SiAlMcMGte2uJ6o8VHOGXSTrpT0EV4DoakYaOkUVnotzQXLPiYBZGrI1PVHfVoBUKROnAa6Y1WodTLkTlICWQbxK7mbvrriImcj93wKY40TlXLdYixQyvhFjdmHAe9L_s766bnOAV4z_Lio4pUKWRkqW3Fm5JEiTy23J2j3p9S10SePQ66rSfdvC7fGN2U.hKym04SYCqUC2JvVZbvpgNSewAAmpbQoFAyNBQw1c7Q&dib_tag=se&keywords=laptop&qid=1721240465&sprefix=lapto%2Caps%2C284&sr=8-148
82,"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 64 GB Ram & 2TB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","69,490",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNzgxNzEzNzk1MzI1MTk4OjE3MjEyNDA0NzU6c3BfYXRmX25leHQ6MzAwMTQ4NTM0ODc1MzMyOjowOjo&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXXR9HQM%2Fref%3Dsr_1_145_sspa%3Fcrid%3D25E96DT0LIJB0%26dib%3DeyJ2IjoiMSJ9.a4GmEITC71KHa9TgzNElMuwaB56UHAZCouCOQvscLMa2E-cfJpuRyIRVhs32zy_VhoXBnTz6nSg1lYzj5JeEX0Z9dQ5HMJL-L63cMn8GmPpBy1n1GIZdosA1Q8-TymfdfvN1w2H4EZrKo2mfciCJwuXGfwQxRMTTX-ll_mYjU_97bSpLyC4NtS9mCRoOUqbicQUN7cnAh6tPzqoGrGUIl6_OhYmqshF_GGhJ-8Omi7Q.I_MTmG456sAVQeeeVwcA3TCwkU1cX0_nXMWYNuCX6X4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721240475%26sprefix%3Dlapto%252Caps%252C284%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
83,"(Refurbished) Dell Latitude Laptop 7390 Intel Core i7 Mobile-8th Gen Processor, 4 GB Ram & 256 GB SSD, 13.3 Inches FHD 1080p 1.17KG Light Weight Notebook Computer  ","27,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNzgxNzEzNzk1MzI1MTk4OjE3MjEyNDA0NzU6c3BfYXRmX25leHQ6MjAxMjQ0NDMxNzYzOTg6OjA6Og&url=%2FDell-Latitude-Mobile-8th-Processor-Notebook%2Fdp%2FB0BVZXTFVN%2Fref%3Dsr_1_146_sspa%3Fcrid%3D25E96DT0LIJB0%26dib%3DeyJ2IjoiMSJ9.a4GmEITC71KHa9TgzNElMuwaB56UHAZCouCOQvscLMa2E-cfJpuRyIRVhs32zy_VhoXBnTz6nSg1lYzj5JeEX0Z9dQ5HMJL-L63cMn8GmPpBy1n1GIZdosA1Q8-TymfdfvN1w2H4EZrKo2mfciCJwuXGfwQxRMTTX-ll_mYjU_97bSpLyC4NtS9mCRoOUqbicQUN7cnAh6tPzqoGrGUIl6_OhYmqshF_GGhJ-8Omi7Q.I_MTmG456sAVQeeeVwcA3TCwkU1cX0_nXMWYNuCX6X4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721240475%26sprefix%3Dlapto%252Caps%252C284%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
84,"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 7535HS 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office 2021/NVIDIA RTX 3050 6GB/Alexa/3 Month Game Pass/Onyx Grey/2.3Kg), 82SB00QKIN  ","64,990",https://amazon.in//Lenovo-IdeaPad-Gaming-39-62cm-82SB00QKIN/dp/B0D8HW13XP/ref=sr_1_147?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.a4GmEITC71KHa9TgzNElMuwaB56UHAZCouCOQvscLMa2E-cfJpuRyIRVhs32zy_VhoXBnTz6nSg1lYzj5JeEX0Z9dQ5HMJL-L63cMn8GmPpBy1n1GIZdosA1Q8-TymfdfvN1w2H4EZrKo2mfciCJwuXGfwQxRMTTX-ll_mYjU_97bSpLyC4NtS9mCRoOUqbicQUN7cnAh6tPzqoGrGUIl6_OhYmqshF_GGhJ-8Omi7Q.I_MTmG456sAVQeeeVwcA3TCwkU1cX0_nXMWYNuCX6X4&dib_tag=se&keywords=laptop&qid=1721240475&sprefix=lapto%2Caps%2C284&sr=8-147
85,"Samsung Galaxy Book3 Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop (15.6 Inch, Silver, 1.58 Kg, with MS Office)  ","82,990",https://amazon.in//Samsung-NP750XFG-KB3IN-Galaxy-Book3/dp/B0BVW75CSZ/ref=sr_1_148?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.a4GmEITC71KHa9TgzNElMuwaB56UHAZCouCOQvscLMa2E-cfJpuRyIRVhs32zy_VhoXBnTz6nSg1lYzj5JeEX0Z9dQ5HMJL-L63cMn8GmPpBy1n1GIZdosA1Q8-TymfdfvN1w2H4EZrKo2mfciCJwuXGfwQxRMTTX-ll_mYjU_97bSpLyC4NtS9mCRoOUqbicQUN7cnAh6tPzqoGrGUIl6_OhYmqshF_GGhJ-8Omi7Q.I_MTmG456sAVQeeeVwcA3TCwkU1cX0_nXMWYNuCX6X4&dib_tag=se&keywords=laptop&qid=1721240475&sprefix=lapto%2Caps%2C284&sr=8-148
86,"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor/16GB DDR4/512GB SSD/Intel UHD Graphics/15.6"" (39.62cm) FHD Display/Windows 11 + MSO'21/15 Month McAfee/Carbon Black/Spill-Resistant KB/1.69kg  ","49,990",https://amazon.in//Dell-Vostro-Metal-i5-1235U-35-56Cms/dp/B0BQJ7WR2R/ref=sr_1_149?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.a4GmEITC71KHa9TgzNElMuwaB56UHAZCouCOQvscLMa2E-cfJpuRyIRVhs32zy_VhoXBnTz6nSg1lYzj5JeEX0Z9dQ5HMJL-L63cMn8GmPpBy1n1GIZdosA1Q8-TymfdfvN1w2H4EZrKo2mfciCJwuXGfwQxRMTTX-ll_mYjU_97bSpLyC4NtS9mCRoOUqbicQUN7cnAh6tPzqoGrGUIl6_OhYmqshF_GGhJ-8Omi7Q.I_MTmG456sAVQeeeVwcA3TCwkU1cX0_nXMWYNuCX6X4&dib_tag=se&keywords=laptop&qid=1721240475&sprefix=lapto%2Caps%2C284&sr=8-149
87,"MSI Modern 15, Intel 12th Gen. i3-1215U, 40CM FHD 60Hz Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Intel UHD Graphics/Classic Black/1.7Kg), B12M-613IN  ","32,980",https://amazon.in//MSI-i3-1215U-Windows-Graphics-B12M-613IN/dp/B0C9JF29FC/ref=sr_1_150?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.a4GmEITC71KHa9TgzNElMuwaB56UHAZCouCOQvscLMa2E-cfJpuRyIRVhs32zy_VhoXBnTz6nSg1lYzj5JeEX0Z9dQ5HMJL-L63cMn8GmPpBy1n1GIZdosA1Q8-TymfdfvN1w2H4EZrKo2mfciCJwuXGfwQxRMTTX-ll_mYjU_97bSpLyC4NtS9mCRoOUqbicQUN7cnAh6tPzqoGrGUIl6_OhYmqshF_GGhJ-8Omi7Q.I_MTmG456sAVQeeeVwcA3TCwkU1cX0_nXMWYNuCX6X4&dib_tag=se&keywords=laptop&qid=1721240475&sprefix=lapto%2Caps%2C284&sr=8-150
88,"Samsung Galaxy Book3 Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop (15.6 Inch, Silver, 1.58 Kg, with MS Office)  ","64,690",https://amazon.in//Samsung-NP750XFG-KB1IN-Galaxy-Book3/dp/B0BVW6R9CH/ref=sr_1_151?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.a4GmEITC71KHa9TgzNElMuwaB56UHAZCouCOQvscLMa2E-cfJpuRyIRVhs32zy_VhoXBnTz6nSg1lYzj5JeEX0Z9dQ5HMJL-L63cMn8GmPpBy1n1GIZdosA1Q8-TymfdfvN1w2H4EZrKo2mfciCJwuXGfwQxRMTTX-ll_mYjU_97bSpLyC4NtS9mCRoOUqbicQUN7cnAh6tPzqoGrGUIl6_OhYmqshF_GGhJ-8Omi7Q.I_MTmG456sAVQeeeVwcA3TCwkU1cX0_nXMWYNuCX6X4&dib_tag=se&keywords=laptop&qid=1721240475&sprefix=lapto%2Caps%2C284&sr=8-151
89,"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (16 GB RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black  ","17,900",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR4CM7JG/ref=sr_1_152?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.a4GmEITC71KHa9TgzNElMuwaB56UHAZCouCOQvscLMa2E-cfJpuRyIRVhs32zy_VhoXBnTz6nSg1lYzj5JeEX0Z9dQ5HMJL-L63cMn8GmPpBy1n1GIZdosA1Q8-TymfdfvN1w2H4EZrKo2mfciCJwuXGfwQxRMTTX-ll_mYjU_97bSpLyC4NtS9mCRoOUqbicQUN7cnAh6tPzqoGrGUIl6_OhYmqshF_GGhJ-8Omi7Q.I_MTmG456sAVQeeeVwcA3TCwkU1cX0_nXMWYNuCX6X4&dib_tag=se&keywords=laptop&qid=1721240475&sprefix=lapto%2Caps%2C284&sr=8-152
90,"Primebook S Wifi, 2024(NEW) Android Based MediaTek MT8183 - (PrimeOS) Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/128GB eMMC Storage)  ","13,980",https://amazon.in//Primebook-Android-Based-MediaTek-MT8183/dp/B0D2Y4KLGN/ref=sr_1_35?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.FA5mBSSBdsV2oFaehzbjxX4urp2BNOBftsnxel2dzSYlnXq2KIdFYRpURx0rhtfoaaUqt6tFhVh3emcOjcC7sGG8jl9ukbXJ-Kgf-7mvf2gZ1DWGZBisQWYrkANf16eSj2s6wBmOCLz1pQV0oa7qJUyPQ0e0IrQM_lzoEDr3q_1ufQNRrPbgP-fhbYYRR8YXI7FbwyqnyW-wiOrSK2PQy8qnfMHrSfDhQ3Die5QGhho.YIjI61rYuUr2KQPmRs2uoCzslDsUYTjM6ZE8edqrzmI&dib_tag=se&keywords=laptop&qid=1721240420&sprefix=lapto%2Caps%2C284&sr=8-35
91,"Lenovo ThinkBook 15 G5 Ryzen 3 15.6"" FHD IPS Antiglare 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/FPR/Mineral Grey/1 Year Onsite/1.7 kg), 21JFA02RIN  ","35,990",https://amazon.in//Lenovo-ThinkBook-Antiglare-Windows-21JFA02RIN/dp/B0CZ7BJ6YY/ref=sr_1_153?crid=25E96DT0LIJB0&dib=eyJ2IjoiMSJ9.a4GmEITC71KHa9TgzNElMuwaB56UHAZCouCOQvscLMa2E-cfJpuRyIRVhs32zy_VhoXBnTz6nSg1lYzj5JeEX0Z9dQ5HMJL-L63cMn8GmPpBy1n1GIZdosA1Q8-TymfdfvN1w2H4EZrKo2mfciCJwuXGfwQxRMTTX-ll_mYjU_97bSpLyC4NtS9mCRoOUqbicQUN7cnAh6tPzqoGrGUIl6_OhYmqshF_GGhJ-8Omi7Q.I_MTmG456sAVQeeeVwcA3TCwkU1cX0_nXMWYNuCX6X4&dib_tag=se&keywords=laptop&qid=1721240475&sprefix=lapto%2Caps%2C284&sr=8-153
